"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Domain","Domain Category","APPLES, BEARING - APPLICATIONS, MEASURED IN LB  -  <b>VALUE</b>","APPLES, BEARING - APPLICATIONS, MEASURED IN LB  -  <b>CV (%)</b>","APPLES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG  -  <b>VALUE</b>","APPLES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG  -  <b>CV (%)</b>","APPLES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG  -  <b>VALUE</b>","APPLES, BEARING - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG  -  <b>CV (%)</b>","APPLES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG  -  <b>VALUE</b>","APPLES, BEARING - APPLICATIONS, MEASURED IN NUMBER, AVG  -  <b>CV (%)</b>","APPLES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG  -  <b>VALUE</b>","APPLES, BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG  -  <b>CV (%)</b>"
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CYDIA POMONELLA GRANULOVIRUS V22 = 128090)"," (NA)",""," (NA)",""," (NA)","","1.3","","37",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CYFLUMETOFEN = 138831)","2,100","","0.179","","0.216","","1.2","","6",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DIAZINON = 57801)","44,000","","1.69","","2.058","","1.2","","12",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (EMAMECTIN BENZOATE = 122806)","400","","0.014","","0.015","","1.1","","15",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ETHYL (2E;4Z)-DECADIENOATE = 144022)"," (Z)","","0.001","","0.001","","1.5","","23",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ETOXAZOLE = 107091)","500","","0.117","","0.122","","1","","2",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENAZAQUIN = 44501)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENBUTATIN-OXIDE = 104601)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPROPATHRIN = 127901)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPYROXIMATE = 129131)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FLONICAMID = 128016)","200","","0.075","","0.077","","1","","1",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (GS-OMEGA/KAPPA-HXTX-HV1A = 6100)","400","","0.045","","0.062","","1.4","","4",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (HEXYTHIAZOX = 128849)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)","5,700","","0.101","","0.111","","1.1","","30",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (INDOXACARB = 67710)","500","","0.111","","0.125","","1.1","","2",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (KAOLIN = 100104)","723,300","","29.498","","32.497","","1.1","","13",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (LAMBDA-CYHALOTHRIN = 128897)","500","","0.04","","0.049","","1.2","","6",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MALATHION = 57701)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOXYFENOZIDE = 121027)","6,500","","0.248","","0.278","","1.1","","14",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NEEM OIL = 25006)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NOVALURON = 124002)","2,400","","0.182","","0.282","","1.5","","5",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PERMETHRIN = 109701)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PETROLEUM DISTILLATE = 63503)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PHOSMET = 59201)","11,200","","3.483","","4.423","","1.3","","1",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (POTASSIUM SALTS = 79021)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRETHRINS = 69001)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRIDABEN = 129105)","500","","0.275","","0.278","","1","","1",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRIPROXYFEN = 129032)","2,200","","0.106","","0.11","","1","","12",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINETORAM = 110007)","8,100","","0.103","","0.119","","1.2","","40",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINOSAD = 110003)","2,900","","0.128","","0.143","","1.1","","12",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPIROTETRAMAT = 392201)","6,300","","0.132","","0.208","","1.6","","18",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SUCROSE OCTANOATE = 35300)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SULFOXAFLOR = 5210)","700","","0.074","","0.076","","1","","5",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (THIAMETHOXAM = 60109)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOLFENPYRAD = 90111)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","1,235,900","","","","","","","","87",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ZETA-CYPERMETHRIN = 129064)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (ACIBENZOLAR-S-METHYL = 61402)","2,300","","0.063","","0.072","","1.1","","19",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (AUREOBASIDIUM PULLULANS DSM 14940 = 46010)"," (NA)",""," (NA)",""," (NA)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (AUREOBASIDIUM PULLULANS DSM 14941 = 36010)"," (NA)",""," (NA)",""," (NA)","","1.1","","6",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (BENZYLADENINE = 116901)","2,800","","0.057","","0.069","","1.2","","24",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (BT KURSTAKI SA-12 = 6518)"," (NA)",""," (NA)",""," (NA)","","1.2","","12",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (BUTENOIC ACID HYDRO. = 129104)","1,000","","0.093","","0.1","","1.1","","6",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (CAPRIC ACID = 128955)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (CAPRYLIC ACID = 128919)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (CAPSICUM OLEORESIN EXTRACT = 70704)"," (NA)",""," (NA)",""," (NA)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (CHLOROPHACINONE = 67707)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (CHLOROPICRIN = 81501)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (CITRONELLOL = 167004)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (CYCLOPROPENE,1-METHY = 224459)","100","","0.009","","0.009","","1","","5",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (CYTOKININS = 116801)"," (Z)",""," (Z)",""," (Z)","","1.1","","7",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (DICHLOROPROPENE = 29001)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (DIPHACINONE = 67701)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (DODECADIEN-1-OL = 129028)","2,400","","0.039","","0.044","","1.1","","32",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (DODECANOL = 1509)","1,100","","0.034","","0.038","","1.1","","17",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (E-8-DODECENYL ACETAT = 128907)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (ETHEPHON = 99801)","31,500","","0.553","","0.589","","1.1","","31",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (FARNESOL = 128910)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (FLUTRIAFOL = 128940)","5,900","","0.096","","0.108","","1.1","","32",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (GARLIC OIL = 128827)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (GERANIOL = 597501)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (GIBBERELLIC ACID = 43801)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (GIBBERELLINS A4A7 = 116902)","1,700","","0.021","","0.027","","1.3","","36",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (HARPIN A B PROTEIN = 6506)"," (Z)","","0.001","","0.002","","1.4","","2",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (HYDROGEN PEROXIDE = 595)","5,000","","1.548","","1.559","","1","","2",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (INDAZIFLAM = 80818)","900","","0.046","","0.049","","1","","10",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (MEFENTRIFLUCONAZOLE = 122000)"," (NA)",""," (NA)",""," (NA)","","1.4","","5",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (MEPIQUAT CHLORIDE = 109101)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (METHYL ANTHRANILATE = 128725)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (METRAFENONE = 325)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (MINERAL OIL = 63502)","5,875,300","","18.709","","39.445","","2.1","","87",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (NAA = 56002)"," (Z)","","0.001","","0.001","","1.2","","1",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (NAA, POTASSIUM SALT = 56003)","2,300","","0.035","","0.038","","1.1","","34",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (NAA, SODIUM = 56007)"," (Z)","","0.006","","0.006","","1","","5",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (NAD = 56001)","500","","0.039","","0.04","","1","","7",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (NEROLIDOL = 128911)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (OXYTETRACYCLINE HYDROCHLORIDE = 6308)","20,400","","0.271","","0.306","","1.1","","39",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (PAECILOMYCES LILACIN = 28826)"," (NA)",""," (NA)",""," (NA)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (PEROXYACETIC ACID = 63201)","1,000","","0.3","","0.303","","1","","2",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (PROHEXADIONE CALCIUM = 112600)","20,800","","0.285","","0.343","","1.2","","35",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (PSEUDOMONAS CHLORORAPHIS STRAIN AFS009 = 6800)"," (NA)",""," (NA)",""," (NA)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (REYNOUTRIA SACHALINE = 55809)","1,300","","0.145","","0.155","","1.1","","5",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (S-ABSCISIC ACID = 272000)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (SPIRODICLOFEN = 124871)","8,000","","0.279","","0.287","","1","","16",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (STRYCHNINE = 76901)","200","","0.012","","0.012","","1","","7",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (TETRADECANOL = 1510)","200","","0.007","","0.008","","1.1","","17",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (TETRADECEN-1-OL (Z) = 128980)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (TETRADECEN-1-YL (E) = 129019)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (THIDIAZURON = 120301)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (TOTAL)","6,085,900","","","","","","","","96",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (TRINEXAPAC-ETHYL = 112602)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (Z-11-TETRADECENAL = 120011)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (Z-11-TETRADECENOL = 129021)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (Z-8-DODECANOL = 128908)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (Z-8-DODECEN ACETATE = 128906)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (Z-9-TETRADECEN-1-YL ACETATE = 129109)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2021","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","APPLES","CHEMICAL, OTHER","CHEMICAL, OTHER: (ZINC PHOSPHIDE = 88601)","4,100","","0.179","","0.192","","1.1","","13",""
"SURVEY","2019","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (AMETOCTRADIN = 119210)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2019","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2019","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482)"," (NA)",""," (NA)",""," (NA)","","1.8","","5",""
"SURVEY","2019","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS PUMILUS = 6485)"," (NA)",""," (NA)",""," (NA)","","2.2","","8",""
"SURVEY","2019","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS SUBTILIS = 6479)"," (NA)",""," (NA)",""," (NA)","","1.7","","16",""
"SURVEY","2019","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BASIC COPPER SULFATE = 8101)","81,600","","2.007","","3.131","","1.6","","9",""
"SURVEY","2019","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BENZOVINDIFLUPYR = 122305)","3,000","","0.038","","0.055","","1.4","","19",""
"SURVEY","2019","YEAR","","REGION : MULTI-STATE","","","","","","","","PROGRAM STATES","00000000","","APPLES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BORAX DECAHYDRATE = 11102)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
