"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Domain","Domain Category","TOMATOES, IN THE OPEN, FRESH MARKET - APPLICATIONS, MEASURED IN LB  -  <b>VALUE</b>","TOMATOES, IN THE OPEN, FRESH MARKET - APPLICATIONS, MEASURED IN LB  -  <b>CV (%)</b>","TOMATOES, IN THE OPEN, FRESH MARKET - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG  -  <b>VALUE</b>","TOMATOES, IN THE OPEN, FRESH MARKET - APPLICATIONS, MEASURED IN LB / ACRE / APPLICATION, AVG  -  <b>CV (%)</b>","TOMATOES, IN THE OPEN, FRESH MARKET - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG  -  <b>VALUE</b>","TOMATOES, IN THE OPEN, FRESH MARKET - APPLICATIONS, MEASURED IN LB / ACRE / YEAR, AVG  -  <b>CV (%)</b>","TOMATOES, IN THE OPEN, FRESH MARKET - APPLICATIONS, MEASURED IN NUMBER, AVG  -  <b>VALUE</b>","TOMATOES, IN THE OPEN, FRESH MARKET - APPLICATIONS, MEASURED IN NUMBER, AVG  -  <b>CV (%)</b>","TOMATOES, IN THE OPEN, FRESH MARKET - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG  -  <b>VALUE</b>","TOMATOES, IN THE OPEN, FRESH MARKET - TREATED, MEASURED IN PCT OF AREA PLANTED, AVG  -  <b>CV (%)</b>"
"SURVEY","2016","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","TOMATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","TOMATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS SUBTILIS = 6479)"," (NA)",""," (NA)",""," (NA)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","TOMATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BASIC COPPER SULFATE = 8101)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","TOMATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CHLOROTHALONIL = 81901)","27,600","","1.473","","7.326","","5","","96",""
"SURVEY","2016","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","TOMATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)","12,300","","0.726","","5.203","","7.2","","60",""
"SURVEY","2016","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","TOMATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER SULFATE = 24401)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","TOMATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYMOXANIL = 129106)","600","","0.113","","0.436","","3.9","","38",""
"SURVEY","2016","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","TOMATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","TOMATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FAMOXADONE = 113202)","600","","0.113","","0.436","","3.9","","38",""
"SURVEY","2016","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","TOMATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUOPICOLIDE = 27412)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","TOMATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MANCOZEB = 14504)","60,100","","1.622","","16.172","","10","","95",""
"SURVEY","2016","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","TOMATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MANDIPROPAMIDE TECHN = 36602)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","TOMATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MYCLOBUTANIL = 128857)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","TOMATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PENTHIOPYRAD = 90112)","1,700","","0.282","","0.729","","2.6","","61",""
"SURVEY","2016","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","TOMATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","TOMATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","TOMATOES","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)","104,300","","","","","","","","99",""
"SURVEY","2016","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","TOMATOES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","TOMATOES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (METRIBUZIN = 101101)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","TOMATOES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (S-METOLACHLOR = 108800)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","TOMATOES","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)"," (D)","","","","","","",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","TOMATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","TOMATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACEPHATE = 103301)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","TOMATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","TOMATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CARBARYL = 56801)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","TOMATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORANTRANILIPROLE = 90100)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","TOMATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CYFLUTHRIN = 128831)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","TOMATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CYROMAZINE = 121301)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","TOMATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DIMETHOATE = 35001)","1,600","","0.367","","1.279","","3.5","","32",""
"SURVEY","2016","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","TOMATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ESFENVALERATE = 109303)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","TOMATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPROPATHRIN = 127901)","1,100","","0.197","","0.78","","4","","37",""
"SURVEY","2016","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","TOMATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPYROXIMATE = 129131)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","TOMATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FLUBENDIAMIDE = 27602)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","TOMATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","TOMATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MALATHION = 57701)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","TOMATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOMYL = 90301)","5,300","","0.658","","2.178","","3.3","","62",""
"SURVEY","2016","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","TOMATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOXYFENOZIDE = 121027)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","TOMATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PERMETHRIN = 109701)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","TOMATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRIPROXYFEN = 129032)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","TOMATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINETORAM = 110007)","900","","0.076","","0.247","","3.3","","92",""
"SURVEY","2016","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","TOMATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (THIAMETHOXAM = 60109)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","TOMATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","11,200","","","","","","","","99",""
"SURVEY","2016","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","TOMATOES","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ZETA-CYPERMETHRIN = 129064)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","TOMATOES","CHEMICAL, OTHER","CHEMICAL, OTHER: (ACIBENZOLAR-S-METHYL = 61402)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","TOMATOES","CHEMICAL, OTHER","CHEMICAL, OTHER: (CHLOROPICRIN = 81501)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","TOMATOES","CHEMICAL, OTHER","CHEMICAL, OTHER: (DICHLOROPROPENE = 29001)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","TOMATOES","CHEMICAL, OTHER","CHEMICAL, OTHER: (HYDROGEN PEROXIDE = 595)"," (D)",""," (D)",""," (D)",""," (D)",""," (D)",""
"SURVEY","2016","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","TOMATOES","CHEMICAL, OTHER","CHEMICAL, OTHER: (TOTAL)"," (D)","","","","","","",""," (D)",""
